onset	duration	trial_type	structure	category	item	stim.RESP	stim.ACC	stim.RT
11.902	0	sound	ii	3	21	0	0	0
16.118	0	feedback	ii	3	21	n/a	n/a	n/a
19.334	0	sound	ii	1	5	1	1	0.393
23.034	0	feedback	ii	1	5	n/a	n/a	n/a
26.817	0	sound	ii	1	10	1	1	0.838
30.8	0	feedback	ii	1	10	n/a	n/a	n/a
34.316	0	sound	ii	2	12	1	0	0.595
37.049	0	feedback	ii	2	12	n/a	n/a	n/a
41.799	0	sound	ii	3	30	2	0	0.705
46.032	0	feedback	ii	3	30	n/a	n/a	n/a
49.298	0	sound	ii	3	28	4	0	0.965
52.531	0	feedback	ii	3	28	n/a	n/a	n/a
56.831	0	sound	ii	4	39	3	0	0.975
60.881	0	feedback	ii	4	39	n/a	n/a	n/a
64.314	0	sound	ii	1	7	2	0	1.82
67.897	0	feedback	ii	1	7	n/a	n/a	n/a
74.329	0	sound	ii	1	6	2	0	1.485
78.646	0	feedback	ii	1	6	n/a	n/a	n/a
81.845	0	sound	ii	3	29	2	0	1.265
84.495	0	feedback	ii	3	29	n/a	n/a	n/a
89.295	0	sound	ii	3	24	4	0	1.935
92.194	0	feedback	ii	3	24	n/a	n/a	n/a
96.794	0	sound	ii	4	36	3	0	1.731
99.677	0	feedback	ii	4	36	n/a	n/a	n/a
104.31	0	sound	ii	2	16	3	0	1.655
108.693	0	feedback	ii	2	16	n/a	n/a	n/a
111.809	0	sound	ii	2	17	2	1	1.276
115.992	0	feedback	ii	2	17	n/a	n/a	n/a
121.808	0	sound	ii	1	2	3	0	1.421
125.208	0	feedback	ii	1	2	n/a	n/a	n/a
129.308	0	sound	ii	4	33	2	0	1.441
132.141	0	feedback	ii	4	33	n/a	n/a	n/a
136.824	0	sound	ii	3	25	2	0	1.38
141.273	0	feedback	ii	3	25	n/a	n/a	n/a
144.306	0	sound	ii	2	13	3	0	1.53
148.139	0	feedback	ii	2	13	n/a	n/a	n/a
151.806	0	sound	ii	1	8	2	0	1.382
155.489	0	feedback	ii	1	8	n/a	n/a	n/a
161.821	0	sound	ii	2	11	2	1	1.655
165.788	0	feedback	ii	2	11	n/a	n/a	n/a
169.321	0	sound	ii	1	9	2	0	1.403
172.754	0	feedback	ii	1	9	n/a	n/a	n/a
176.82	0	sound	ii	4	38	4	1	1.383
179.836	0	feedback	ii	4	38	n/a	n/a	n/a
186.802	0	sound	ii	4	32	3	0	1.857
190.802	0	feedback	ii	4	32	n/a	n/a	n/a
196.801	0	sound	ii	3	23	2	0	1.226
199.951	0	feedback	ii	3	23	n/a	n/a	n/a
204.317	0	sound	ii	4	35	4	1	1.366
208.184	0	feedback	ii	4	35	n/a	n/a	n/a
211.8	0	sound	ii	4	37	4	1	0.97
215.55	0	feedback	ii	4	37	n/a	n/a	n/a
221.816	0	sound	ii	1	1	2	0	1.706
225.015	0	feedback	ii	1	1	n/a	n/a	n/a
229.298	0	sound	ii	4	34	4	1	1.664
233.048	0	feedback	ii	4	34	n/a	n/a	n/a
239.297	0	sound	ii	2	19	2	1	1.161
243.68	0	feedback	ii	2	19	n/a	n/a	n/a
246.814	0	sound	ii	2	20	3	0	1.667
251.28	0	feedback	ii	2	20	n/a	n/a	n/a
254.313	0	sound	ii	2	14	3	0	1.768
258.762	0	feedback	ii	2	14	n/a	n/a	n/a
261.795	0	sound	ii	1	4	1	1	1.822
265.728	0	feedback	ii	1	4	n/a	n/a	n/a
269.295	0	sound	ii	3	26	2	0	1.25
273.628	0	feedback	ii	3	26	n/a	n/a	n/a
276.794	0	sound	ii	3	22	4	0	1.007
279.36	0	feedback	ii	3	22	n/a	n/a	n/a
286.793	0	sound	ii	4	31	4	1	0.879
290.826	0	feedback	ii	4	31	n/a	n/a	n/a
294.309	0	sound	ii	2	15	3	0	1.811
298.675	0	feedback	ii	2	15	n/a	n/a	n/a
301.792	0	sound	ii	1	3	1	1	1.048
305.808	0	feedback	ii	1	3	n/a	n/a	n/a
309.308	0	sound	ii	4	40	4	1	1.02
313.241	0	feedback	ii	4	40	n/a	n/a	n/a
316.807	0	sound	ii	2	18	2	1	1.217
319.507	0	feedback	ii	2	18	n/a	n/a	n/a
326.806	0	sound	ii	3	27	4	0	1.314
330.256	0	feedback	ii	3	27	n/a	n/a	n/a
