onset	duration	trial_type	structure	category	item	stim.RESP	stim.ACC	stim.RT
14.331	0	sound	ii	3	29	4	0	1.445
18.414	0	feedback	ii	3	29	n/a	n/a	n/a
24.313	0	sound	ii	2	15	2	1	1.382
27.846	0	feedback	ii	2	15	n/a	n/a	n/a
31.829	0	sound	ii	2	18	2	1	1.45
36.245	0	feedback	ii	2	18	n/a	n/a	n/a
41.828	0	sound	ii	1	5	3	0	1.347
44.661	0	feedback	ii	1	5	n/a	n/a	n/a
51.827	0	sound	ii	3	27	3	1	1.268
56.277	0	feedback	ii	3	27	n/a	n/a	n/a
61.843	0	sound	ii	3	25	0	0	0
64.576	0	feedback	ii	3	25	n/a	n/a	n/a
69.309	0	sound	ii	1	6	2	0	1.585
71.842	0	feedback	ii	1	6	n/a	n/a	n/a
79.325	0	sound	ii	2	16	2	1	1.081
83.458	0	feedback	ii	2	16	n/a	n/a	n/a
86.807	0	sound	ii	2	13	2	1	1.175
89.424	0	feedback	ii	2	13	n/a	n/a	n/a
94.307	0	sound	ii	4	35	4	1	1.147
98.34	0	feedback	ii	4	35	n/a	n/a	n/a
101.823	0	sound	ii	2	20	2	1	1.606
105.389	0	feedback	ii	2	20	n/a	n/a	n/a
109.339	0	sound	ii	1	7	1	1	1.426
113.105	0	feedback	ii	1	7	n/a	n/a	n/a
116.821	0	sound	ii	1	8	1	1	1.544
120.971	0	feedback	ii	1	8	n/a	n/a	n/a
124.321	0	sound	ii	4	34	4	1	1.532
127.62	0	feedback	ii	4	34	n/a	n/a	n/a
131.82	0	sound	ii	3	23	3	1	1.193
135.886	0	feedback	ii	3	23	n/a	n/a	n/a
139.303	0	sound	ii	2	14	1	0	1.709
142.836	0	feedback	ii	2	14	n/a	n/a	n/a
149.302	0	sound	ii	3	28	3	1	1.502
153.468	0	feedback	ii	3	28	n/a	n/a	n/a
159.317	0	sound	ii	4	37	4	1	0.991
163.684	0	feedback	ii	4	37	n/a	n/a	n/a
166.817	0	sound	ii	4	36	4	1	1.043
170.616	0	feedback	ii	4	36	n/a	n/a	n/a
174.299	0	sound	ii	1	4	1	1	1.312
178.016	0	feedback	ii	1	4	n/a	n/a	n/a
181.815	0	sound	ii	1	3	1	1	1.388
185.265	0	feedback	ii	1	3	n/a	n/a	n/a
189.331	0	sound	ii	4	40	4	1	1.176
193.248	0	feedback	ii	4	40	n/a	n/a	n/a
196.831	0	sound	ii	4	33	3	0	1.068
199.847	0	feedback	ii	4	33	n/a	n/a	n/a
204.313	0	sound	ii	3	26	3	1	1.594
208.03	0	feedback	ii	3	26	n/a	n/a	n/a
211.796	0	sound	ii	4	38	3	0	1.734
215.046	0	feedback	ii	4	38	n/a	n/a	n/a
219.295	0	sound	ii	2	12	2	1	1.227
222.378	0	feedback	ii	2	12	n/a	n/a	n/a
226.795	0	sound	ii	1	10	2	0	1.263
230.911	0	feedback	ii	1	10	n/a	n/a	n/a
234.311	0	sound	ii	2	19	2	1	1.043
237.627	0	feedback	ii	2	19	n/a	n/a	n/a
241.81	0	sound	ii	4	39	3	0	1.328
245.693	0	feedback	ii	4	39	n/a	n/a	n/a
249.293	0	sound	ii	3	21	3	1	1.42
252.542	0	feedback	ii	3	21	n/a	n/a	n/a
256.825	0	sound	ii	4	31	4	1	1.008
260.391	0	feedback	ii	4	31	n/a	n/a	n/a
264.308	0	sound	ii	3	30	3	1	1.653
268.774	0	feedback	ii	3	30	n/a	n/a	n/a
271.824	0	sound	ii	1	9	1	1	1.801
275.407	0	feedback	ii	1	9	n/a	n/a	n/a
281.79	0	sound	ii	2	17	2	1	1.203
285.922	0	feedback	ii	2	17	n/a	n/a	n/a
291.805	0	sound	ii	2	11	2	1	1.043
295.955	0	feedback	ii	2	11	n/a	n/a	n/a
301.804	0	sound	ii	3	22	4	0	1.196
305.737	0	feedback	ii	3	22	n/a	n/a	n/a
309.32	0	sound	ii	3	24	0	0	0
313.703	0	feedback	ii	3	24	n/a	n/a	n/a
316.786	0	sound	ii	1	2	1	1	1.798
320.303	0	feedback	ii	1	2	n/a	n/a	n/a
324.302	0	sound	ii	1	1	1	1	1.522
328.502	0	feedback	ii	1	1	n/a	n/a	n/a
331.785	0	sound	ii	4	32	3	0	1.494
335.768	0	feedback	ii	4	32	n/a	n/a	n/a
