onset	duration	trial_type	structure	category	item	stim.RESP	stim.ACC	stim.RT
14.327	0	sound	rb	3	30	3	1	1.233
18.793	0	feedback	rb	3	30	n/a	n/a	n/a
21.809	0	sound	rb	1	5	3	0	0.95
26.076	0	feedback	rb	1	5	n/a	n/a	n/a
29.309	0	sound	rb	2	13	3	0	1.226
32.975	0	feedback	rb	2	13	n/a	n/a	n/a
36.808	0	sound	rb	3	22	3	1	1.063
40.474	0	feedback	rb	3	22	n/a	n/a	n/a
44.307	0	sound	rb	1	2	3	0	0.988
48.707	0	feedback	rb	1	2	n/a	n/a	n/a
51.823	0	sound	rb	4	34	4	1	0.863
55.906	0	feedback	rb	4	34	n/a	n/a	n/a
61.805	0	sound	rb	1	7	1	1	0.969
65.172	0	feedback	rb	1	7	n/a	n/a	n/a
71.804	0	sound	rb	4	35	4	1	0.962
74.621	0	feedback	rb	4	35	n/a	n/a	n/a
79.304	0	sound	rb	4	33	4	1	0.789
83.303	0	feedback	rb	4	33	n/a	n/a	n/a
86.803	0	sound	rb	3	23	3	1	1.626
89.369	0	feedback	rb	3	23	n/a	n/a	n/a
96.802	0	sound	rb	4	32	4	1	1.459
101.118	0	feedback	rb	4	32	n/a	n/a	n/a
104.301	0	sound	rb	2	12	4	0	1.152
108.201	0	feedback	rb	2	12	n/a	n/a	n/a
114.3	0	sound	rb	4	31	4	1	1.256
117.316	0	feedback	rb	4	31	n/a	n/a	n/a
121.799	0	sound	rb	2	16	3	0	1.221
126.249	0	feedback	rb	2	16	n/a	n/a	n/a
129.298	0	sound	rb	4	40	3	0	1.522
133.298	0	feedback	rb	4	40	n/a	n/a	n/a
136.798	0	sound	rb	1	6	1	1	1.301
140.864	0	feedback	rb	1	6	n/a	n/a	n/a
144.297	0	sound	rb	2	20	2	1	1.642
147.78	0	feedback	rb	2	20	n/a	n/a	n/a
151.796	0	sound	rb	4	36	4	1	0.887
156.062	0	feedback	rb	4	36	n/a	n/a	n/a
159.312	0	sound	rb	4	37	4	1	0.955
162.662	0	feedback	rb	4	37	n/a	n/a	n/a
166.795	0	sound	rb	3	25	2	0	1.647
170.044	0	feedback	rb	3	25	n/a	n/a	n/a
174.311	0	sound	rb	2	19	1	0	1.499
178.294	0	feedback	rb	2	19	n/a	n/a	n/a
184.293	0	sound	rb	3	28	3	1	1.333
187.893	0	feedback	rb	3	28	n/a	n/a	n/a
194.325	0	sound	rb	3	21	3	1	1.668
197.925	0	feedback	rb	3	21	n/a	n/a	n/a
201.808	0	sound	rb	1	9	1	1	1.025
206.074	0	feedback	rb	1	9	n/a	n/a	n/a
209.324	0	sound	rb	4	39	4	1	0.773
213.74	0	feedback	rb	4	39	n/a	n/a	n/a
219.289	0	sound	rb	2	17	3	0	1.608
222.156	0	feedback	rb	2	17	n/a	n/a	n/a
226.805	0	sound	rb	4	38	4	1	1.331
230.488	0	feedback	rb	4	38	n/a	n/a	n/a
234.305	0	sound	rb	1	10	2	0	1.127
238.287	0	feedback	rb	1	10	n/a	n/a	n/a
244.304	0	sound	rb	1	4	1	1	1.416
248.686	0	feedback	rb	1	4	n/a	n/a	n/a
251.803	0	sound	rb	3	24	2	0	1.396
255.819	0	feedback	rb	3	24	n/a	n/a	n/a
259.302	0	sound	rb	2	11	2	1	1.609
263.368	0	feedback	rb	2	11	n/a	n/a	n/a
266.801	0	sound	rb	1	8	3	0	1.694
270.568	0	feedback	rb	1	8	n/a	n/a	n/a
274.301	0	sound	rb	2	15	3	0	1.602
278.317	0	feedback	rb	2	15	n/a	n/a	n/a
281.783	0	sound	rb	3	27	3	1	1.415
285.399	0	feedback	rb	3	27	n/a	n/a	n/a
291.815	0	sound	rb	1	1	1	1	1.863
294.782	0	feedback	rb	1	1	n/a	n/a	n/a
299.281	0	sound	rb	3	29	3	1	1.101
303.664	0	feedback	rb	3	29	n/a	n/a	n/a
306.797	0	sound	rb	1	3	2	0	1.472
309.947	0	feedback	rb	1	3	n/a	n/a	n/a
316.796	0	sound	rb	2	18	3	0	1.801
319.313	0	feedback	rb	2	18	n/a	n/a	n/a
324.279	0	sound	rb	3	26	2	0	1.254
327.945	0	feedback	rb	3	26	n/a	n/a	n/a
331.795	0	sound	rb	2	14	4	0	1.226
335.511	0	feedback	rb	2	14	n/a	n/a	n/a
