onset	duration	trial_type	structure	category	item	stim.RESP	stim.ACC	stim.RT
14.312	0	sound	rb	4	33	0	0	0
18.429	0	feedback	rb	4	33	n/a	n/a	n/a
21.828	0	sound	rb	3	22	1	0	1.371
25.328	0	feedback	rb	3	22	n/a	n/a	n/a
31.811	0	sound	rb	1	2	3	0	1.388
36.244	0	feedback	rb	1	2	n/a	n/a	n/a
39.327	0	sound	rb	3	21	2	0	1.848
42.143	0	feedback	rb	3	21	n/a	n/a	n/a
46.809	0	sound	rb	4	35	1	0	1.118
51.275	0	feedback	rb	4	35	n/a	n/a	n/a
54.309	0	sound	rb	1	1	3	0	1.545
57.075	0	feedback	rb	1	1	n/a	n/a	n/a
61.858	0	sound	rb	2	13	3	0	1.469
64.341	0	feedback	rb	2	13	n/a	n/a	n/a
69.307	0	sound	rb	3	29	2	0	1.443
73.457	0	feedback	rb	3	29	n/a	n/a	n/a
79.306	0	sound	rb	4	36	4	1	1.228
81.923	0	feedback	rb	4	36	n/a	n/a	n/a
86.805	0	sound	rb	2	17	2	1	1.457
90.838	0	feedback	rb	2	17	n/a	n/a	n/a
96.805	0	sound	rb	1	3	1	1	0.968
100.387	0	feedback	rb	1	3	n/a	n/a	n/a
104.304	0	sound	rb	2	19	2	1	1.613
108.103	0	feedback	rb	2	19	n/a	n/a	n/a
111.836	0	sound	rb	3	24	1	0	1.129
115.969	0	feedback	rb	3	24	n/a	n/a	n/a
121.835	0	sound	rb	3	30	1	0	1.025
125.118	0	feedback	rb	3	30	n/a	n/a	n/a
129.301	0	sound	rb	1	6	1	1	1.191
133.368	0	feedback	rb	1	6	n/a	n/a	n/a
136.801	0	sound	rb	3	26	1	0	0.939
140.317	0	feedback	rb	3	26	n/a	n/a	n/a
144.3	0	sound	rb	4	40	2	0	1.104
148.466	0	feedback	rb	4	40	n/a	n/a	n/a
151.799	0	sound	rb	1	5	1	1	0.909
156.166	0	feedback	rb	1	5	n/a	n/a	n/a
161.815	0	sound	rb	2	16	3	0	1.324
165.615	0	feedback	rb	2	16	n/a	n/a	n/a
169.298	0	sound	rb	4	37	4	1	0.889
173.014	0	feedback	rb	4	37	n/a	n/a	n/a
176.797	0	sound	rb	3	28	1	0	1.166
180.263	0	feedback	rb	3	28	n/a	n/a	n/a
184.313	0	sound	rb	1	7	1	1	1.242
188.246	0	feedback	rb	1	7	n/a	n/a	n/a
194.295	0	sound	rb	2	15	2	1	1.251
197.328	0	feedback	rb	2	15	n/a	n/a	n/a
201.778	0	sound	rb	2	11	4	0	1.176
205.511	0	feedback	rb	2	11	n/a	n/a	n/a
209.294	0	sound	rb	2	20	2	1	1.652
212.543	0	feedback	rb	2	20	n/a	n/a	n/a
216.793	0	sound	rb	4	32	4	1	1.673
219.876	0	feedback	rb	4	32	n/a	n/a	n/a
224.292	0	sound	rb	2	12	4	0	0.933
228.425	0	feedback	rb	2	12	n/a	n/a	n/a
231.792	0	sound	rb	4	34	4	1	0.993
235.125	0	feedback	rb	4	34	n/a	n/a	n/a
239.291	0	sound	rb	1	4	1	1	1.11
243.174	0	feedback	rb	1	4	n/a	n/a	n/a
249.323	0	sound	rb	1	9	1	1	0.854
252.54	0	feedback	rb	1	9	n/a	n/a	n/a
256.806	0	sound	rb	3	27	1	0	1.067
260.406	0	feedback	rb	3	27	n/a	n/a	n/a
264.289	0	sound	rb	3	25	3	1	1.151
268.755	0	feedback	rb	3	25	n/a	n/a	n/a
274.288	0	sound	rb	1	10	3	0	1.08
277.904	0	feedback	rb	1	10	n/a	n/a	n/a
284.303	0	sound	rb	2	18	1	0	1.897
288.42	0	feedback	rb	2	18	n/a	n/a	n/a
291.803	0	sound	rb	4	39	3	0	1.692
295.952	0	feedback	rb	4	39	n/a	n/a	n/a
299.319	0	sound	rb	1	8	1	1	1.104
303.235	0	feedback	rb	1	8	n/a	n/a	n/a
306.785	0	sound	rb	3	23	1	0	0.838
311.201	0	feedback	rb	3	23	n/a	n/a	n/a
314.284	0	sound	rb	2	14	2	1	1.211
317.8	0	feedback	rb	2	14	n/a	n/a	n/a
321.817	0	sound	rb	4	31	4	1	1.446
325.999	0	feedback	rb	4	31	n/a	n/a	n/a
329.282	0	sound	rb	4	38	4	1	1.5
333.265	0	feedback	rb	4	38	n/a	n/a	n/a
