onset	duration	trial_type	structure	category	item	stim.RESP	stim.ACC	stim.RT
14.315	0	sound	rb	1	6	1	1	1.069
18.414	0	feedback	rb	1	6	n/a	n/a	n/a
21.814	0	sound	rb	1	4	2	0	1.146
25.33	0	feedback	rb	1	4	n/a	n/a	n/a
29.297	0	sound	rb	3	24	2	0	1.374
33.746	0	feedback	rb	3	24	n/a	n/a	n/a
36.796	0	sound	rb	2	20	4	0	1.011
39.646	0	feedback	rb	2	20	n/a	n/a	n/a
44.295	0	sound	rb	3	30	2	0	1.32
48.762	0	feedback	rb	3	30	n/a	n/a	n/a
54.328	0	sound	rb	3	29	4	0	1.503
57.077	0	feedback	rb	3	29	n/a	n/a	n/a
64.31	0	sound	rb	4	31	4	1	0.96
66.843	0	feedback	rb	4	31	n/a	n/a	n/a
71.826	0	sound	rb	4	40	4	1	1.228
75.959	0	feedback	rb	4	40	n/a	n/a	n/a
81.808	0	sound	rb	1	5	0	0	0
84.425	0	feedback	rb	1	5	n/a	n/a	n/a
89.324	0	sound	rb	2	14	3	0	1.362
93.341	0	feedback	rb	2	14	n/a	n/a	n/a
99.29	0	sound	rb	2	16	3	0	1.883
102.873	0	feedback	rb	2	16	n/a	n/a	n/a
106.823	0	sound	rb	3	25	1	0	1.918
110.606	0	feedback	rb	3	25	n/a	n/a	n/a
114.322	0	sound	rb	2	18	4	0	1.307
118.472	0	feedback	rb	2	18	n/a	n/a	n/a
121.805	0	sound	rb	4	32	2	0	1.16
125.121	0	feedback	rb	4	32	n/a	n/a	n/a
129.321	0	sound	rb	2	17	0	0	0
133.37	0	feedback	rb	2	17	n/a	n/a	n/a
136.82	0	sound	rb	1	1	2	0	1.032
140.336	0	feedback	rb	1	1	n/a	n/a	n/a
144.302	0	sound	rb	4	39	4	1	1.31
148.469	0	feedback	rb	4	39	n/a	n/a	n/a
151.802	0	sound	rb	4	38	4	1	1.674
156.185	0	feedback	rb	4	38	n/a	n/a	n/a
159.301	0	sound	rb	4	36	4	1	1.022
163.101	0	feedback	rb	4	36	n/a	n/a	n/a
166.8	0	sound	rb	1	2	0	0	0
170.533	0	feedback	rb	1	2	n/a	n/a	n/a
174.316	0	sound	rb	4	34	4	1	0.959
177.749	0	feedback	rb	4	34	n/a	n/a	n/a
181.799	0	sound	rb	3	23	1	0	1.804
185.732	0	feedback	rb	3	23	n/a	n/a	n/a
189.315	0	sound	rb	1	10	3	0	1.192
192.348	0	feedback	rb	1	10	n/a	n/a	n/a
196.814	0	sound	rb	4	33	2	0	1.836
200.514	0	feedback	rb	4	33	n/a	n/a	n/a
204.297	0	sound	rb	2	11	4	0	1.729
207.546	0	feedback	rb	2	11	n/a	n/a	n/a
211.813	0	sound	rb	2	19	0	0	0
214.879	0	feedback	rb	2	19	n/a	n/a	n/a
219.312	0	sound	rb	3	21	2	0	1.898
223.412	0	feedback	rb	3	21	n/a	n/a	n/a
226.795	0	sound	rb	1	7	0	0	0
230.128	0	feedback	rb	1	7	n/a	n/a	n/a
234.311	0	sound	rb	3	28	3	1	1.01
238.177	0	feedback	rb	3	28	n/a	n/a	n/a
244.31	0	sound	rb	3	22	2	0	1.731
247.526	0	feedback	rb	3	22	n/a	n/a	n/a
254.292	0	sound	rb	4	35	4	1	1.493
257.892	0	feedback	rb	4	35	n/a	n/a	n/a
261.791	0	sound	rb	4	37	4	1	1.585
266.257	0	feedback	rb	4	37	n/a	n/a	n/a
271.807	0	sound	rb	1	3	3	0	1.945
275.407	0	feedback	rb	1	3	n/a	n/a	n/a
281.806	0	sound	rb	1	8	1	1	0.922
285.922	0	feedback	rb	1	8	n/a	n/a	n/a
289.289	0	sound	rb	3	26	0	0	0
293.455	0	feedback	rb	3	26	n/a	n/a	n/a
296.788	0	sound	rb	2	15	4	0	1.867
300.738	0	feedback	rb	2	15	n/a	n/a	n/a
304.287	0	sound	rb	3	27	0	0	0
308.703	0	feedback	rb	3	27	n/a	n/a	n/a
311.787	0	sound	rb	1	9	3	0	1.564
315.303	0	feedback	rb	1	9	n/a	n/a	n/a
321.786	0	sound	rb	2	12	4	0	1.125
325.985	0	feedback	rb	2	12	n/a	n/a	n/a
331.785	0	sound	rb	2	13	0	0	0
335.768	0	feedback	rb	2	13	n/a	n/a	n/a
