onset	duration	trial_type	structure	category	item	stim.RESP	stim.ACC	stim.RT
14.306	0	sound	rb	3	24	1	0	1.181
16.905	0	feedback	rb	3	24	n/a	n/a	n/a
24.321	0	sound	rb	4	31	4	1	1.43
28.538	0	feedback	rb	4	31	n/a	n/a	n/a
34.304	0	sound	rb	3	22	2	0	1.311
36.887	0	feedback	rb	3	22	n/a	n/a	n/a
41.803	0	sound	rb	3	28	2	0	1.211
46.086	0	feedback	rb	3	28	n/a	n/a	n/a
49.319	0	sound	rb	2	11	1	0	1.303
53.685	0	feedback	rb	2	11	n/a	n/a	n/a
59.318	0	sound	rb	1	6	1	1	1.448
63.384	0	feedback	rb	1	6	n/a	n/a	n/a
69.317	0	sound	rb	3	29	3	1	1.64
73.35	0	feedback	rb	3	29	n/a	n/a	n/a
76.799	0	sound	rb	4	39	2	0	1.382
80.549	0	feedback	rb	4	39	n/a	n/a	n/a
86.832	0	sound	rb	1	7	3	0	1.589
90.865	0	feedback	rb	1	7	n/a	n/a	n/a
96.814	0	sound	rb	1	5	1	1	1.615
100.547	0	feedback	rb	1	5	n/a	n/a	n/a
104.313	0	sound	rb	1	9	1	1	1.139
108.196	0	feedback	rb	1	9	n/a	n/a	n/a
111.796	0	sound	rb	4	40	1	0	1.4
115.079	0	feedback	rb	4	40	n/a	n/a	n/a
121.812	0	sound	rb	2	13	4	0	1.264
125.311	0	feedback	rb	2	13	n/a	n/a	n/a
131.811	0	sound	rb	4	38	2	0	1.448
135.177	0	feedback	rb	4	38	n/a	n/a	n/a
141.793	0	sound	rb	4	33	4	1	1.186
144.859	0	feedback	rb	4	33	n/a	n/a	n/a
149.309	0	sound	rb	3	23	1	0	1.574
152.309	0	feedback	rb	3	23	n/a	n/a	n/a
156.808	0	sound	rb	2	16	1	0	1.539
160.641	0	feedback	rb	2	16	n/a	n/a	n/a
164.291	0	sound	rb	3	21	1	0	1.039
168.207	0	feedback	rb	3	21	n/a	n/a	n/a
171.807	0	sound	rb	2	12	2	1	1.499
175.49	0	feedback	rb	2	12	n/a	n/a	n/a
179.306	0	sound	rb	1	1	1	1	1.4
183.522	0	feedback	rb	1	1	n/a	n/a	n/a
186.805	0	sound	rb	3	26	1	0	1.453
189.688	0	feedback	rb	3	26	n/a	n/a	n/a
194.305	0	sound	rb	3	25	3	1	1.248
198.604	0	feedback	rb	3	25	n/a	n/a	n/a
201.804	0	sound	rb	2	18	4	0	1.685
204.954	0	feedback	rb	2	18	n/a	n/a	n/a
209.303	0	sound	rb	4	34	4	1	0.922
213.636	0	feedback	rb	4	34	n/a	n/a	n/a
219.302	0	sound	rb	4	32	4	1	1.547
223.768	0	feedback	rb	4	32	n/a	n/a	n/a
226.818	0	sound	rb	3	30	4	0	0.974
229.818	0	feedback	rb	3	30	n/a	n/a	n/a
234.301	0	sound	rb	4	36	4	1	1.067
238.367	0	feedback	rb	4	36	n/a	n/a	n/a
241.8	0	sound	rb	3	27	2	0	1.184
245.683	0	feedback	rb	3	27	n/a	n/a	n/a
249.299	0	sound	rb	2	14	2	1	1.405
253.232	0	feedback	rb	2	14	n/a	n/a	n/a
256.798	0	sound	rb	1	8	2	0	1.233
261.231	0	feedback	rb	1	8	n/a	n/a	n/a
264.298	0	sound	rb	2	15	1	0	1.237
267.397	0	feedback	rb	2	15	n/a	n/a	n/a
271.797	0	sound	rb	1	10	1	1	1.41
275.563	0	feedback	rb	1	10	n/a	n/a	n/a
279.296	0	sound	rb	1	2	1	1	1.095
282.546	0	feedback	rb	1	2	n/a	n/a	n/a
286.796	0	sound	rb	1	4	1	1	1.09
290.295	0	feedback	rb	1	4	n/a	n/a	n/a
294.295	0	sound	rb	1	3	1	1	0.959
297.178	0	feedback	rb	1	3	n/a	n/a	n/a
301.827	0	sound	rb	2	19	1	0	0.963
305.594	0	feedback	rb	2	19	n/a	n/a	n/a
309.293	0	sound	rb	4	35	2	0	1.161
312.293	0	feedback	rb	4	35	n/a	n/a	n/a
316.793	0	sound	rb	2	20	2	1	1.22
320.426	0	feedback	rb	2	20	n/a	n/a	n/a
324.292	0	sound	rb	4	37	2	0	1.169
328.041	0	feedback	rb	4	37	n/a	n/a	n/a
331.791	0	sound	rb	2	17	4	0	1.054
335.974	0	feedback	rb	2	17	n/a	n/a	n/a
