onset	duration	trial_type	structure	category	item	stim.RESP	stim.ACC	stim.RT
14.322	0	sound	rb	4	39	3	0	1.742
17.288	0	feedback	rb	4	39	n/a	n/a	n/a
21.805	0	sound	rb	1	1	4	0	0.906
25.837	0	feedback	rb	1	1	n/a	n/a	n/a
29.337	0	sound	rb	1	10	1	1	0.966
33.77	0	feedback	rb	1	10	n/a	n/a	n/a
36.836	0	sound	rb	2	11	4	0	1.923
39.986	0	feedback	rb	2	11	n/a	n/a	n/a
44.319	0	sound	rb	2	15	3	0	0.872
48.452	0	feedback	rb	2	15	n/a	n/a	n/a
54.318	0	sound	rb	3	25	1	0	1.136
57.267	0	feedback	rb	3	25	n/a	n/a	n/a
64.317	0	sound	rb	2	16	4	0	1.105
68.683	0	feedback	rb	2	16	n/a	n/a	n/a
71.816	0	sound	rb	2	13	2	1	0.934
75.366	0	feedback	rb	2	13	n/a	n/a	n/a
79.349	0	sound	rb	1	9	1	1	1.08
82.165	0	feedback	rb	1	9	n/a	n/a	n/a
86.814	0	sound	rb	3	27	1	0	1.015
89.864	0	feedback	rb	3	27	n/a	n/a	n/a
94.33	0	sound	rb	3	24	1	0	1.139
98.047	0	feedback	rb	3	24	n/a	n/a	n/a
101.813	0	sound	rb	1	7	1	1	1.143
104.613	0	feedback	rb	1	7	n/a	n/a	n/a
109.295	0	sound	rb	4	34	3	0	0.957
112.878	0	feedback	rb	4	34	n/a	n/a	n/a
116.811	0	sound	rb	1	3	1	1	1.393
120.628	0	feedback	rb	1	3	n/a	n/a	n/a
124.327	0	sound	rb	4	36	3	0	1.653
127.744	0	feedback	rb	4	36	n/a	n/a	n/a
131.826	0	sound	rb	3	23	1	0	1.169
136.026	0	feedback	rb	3	23	n/a	n/a	n/a
141.809	0	sound	rb	2	17	1	0	1.01
145.775	0	feedback	rb	2	17	n/a	n/a	n/a
149.308	0	sound	rb	4	37	4	1	1.111
153.624	0	feedback	rb	4	37	n/a	n/a	n/a
156.824	0	sound	rb	3	21	3	1	1.402
160.44	0	feedback	rb	3	21	n/a	n/a	n/a
164.306	0	sound	rb	1	4	2	0	1.056
167.089	0	feedback	rb	1	4	n/a	n/a	n/a
174.305	0	sound	rb	4	40	3	0	1.833
178.505	0	feedback	rb	4	40	n/a	n/a	n/a
181.821	0	sound	rb	3	28	2	0	1.508
185.904	0	feedback	rb	3	28	n/a	n/a	n/a
189.304	0	sound	rb	3	30	1	0	1.241
193.603	0	feedback	rb	3	30	n/a	n/a	n/a
196.803	0	sound	rb	2	14	1	0	1.15
200.003	0	feedback	rb	2	14	n/a	n/a	n/a
206.819	0	sound	rb	4	31	4	1	1.053
210.752	0	feedback	rb	4	31	n/a	n/a	n/a
214.318	0	sound	rb	3	22	3	1	1.69
218.517	0	feedback	rb	3	22	n/a	n/a	n/a
221.8	0	sound	rb	3	29	2	0	1.336
224.7	0	feedback	rb	3	29	n/a	n/a	n/a
229.333	0	sound	rb	1	8	2	0	1.619
232.333	0	feedback	rb	1	8	n/a	n/a	n/a
236.816	0	sound	rb	4	33	3	0	0.951
241.165	0	feedback	rb	4	33	n/a	n/a	n/a
246.798	0	sound	rb	1	5	3	0	1.273
250.881	0	feedback	rb	1	5	n/a	n/a	n/a
254.314	0	sound	rb	4	35	4	1	1.117
257.58	0	feedback	rb	4	35	n/a	n/a	n/a
261.813	0	sound	rb	2	12	4	0	1.777
265.579	0	feedback	rb	2	12	n/a	n/a	n/a
271.812	0	sound	rb	1	6	1	1	1.194
275.445	0	feedback	rb	1	6	n/a	n/a	n/a
279.294	0	sound	rb	1	2	2	0	1.512
282.627	0	feedback	rb	1	2	n/a	n/a	n/a
286.81	0	sound	rb	4	38	4	1	1.091
290.377	0	feedback	rb	4	38	n/a	n/a	n/a
294.31	0	sound	rb	2	20	3	0	1.471
298.376	0	feedback	rb	2	20	n/a	n/a	n/a
301.792	0	sound	rb	2	18	1	0	1.829
305.858	0	feedback	rb	2	18	n/a	n/a	n/a
311.824	0	sound	rb	2	19	3	0	0.908
314.791	0	feedback	rb	2	19	n/a	n/a	n/a
321.807	0	sound	rb	3	26	0	0	0
325.056	0	feedback	rb	3	26	n/a	n/a	n/a
329.306	0	sound	rb	4	32	1	0	1.306
333.606	0	feedback	rb	4	32	n/a	n/a	n/a
