onset	duration	trial_type	structure	category	item	stim.RESP	stim.ACC	stim.RT
14.364	0	sound	ii	3	28	1	0	1.276
17.297	0	feedback	ii	3	28	n/a	n/a	n/a
21.813	0	sound	ii	4	39	3	0	0.899
25.846	0	feedback	ii	4	39	n/a	n/a	n/a
31.829	0	sound	ii	2	11	3	0	1.274
36.278	0	feedback	ii	2	11	n/a	n/a	n/a
41.811	0	sound	ii	3	22	4	0	1.348
44.978	0	feedback	ii	3	22	n/a	n/a	n/a
49.31	0	sound	ii	3	23	4	0	0.849
53.443	0	feedback	ii	3	23	n/a	n/a	n/a
56.826	0	sound	ii	3	21	3	1	0.805
59.759	0	feedback	ii	3	21	n/a	n/a	n/a
64.359	0	sound	ii	2	13	1	0	1.183
68.675	0	feedback	ii	2	13	n/a	n/a	n/a
74.325	0	sound	ii	4	33	4	1	0.889
77.841	0	feedback	ii	4	33	n/a	n/a	n/a
81.824	0	sound	ii	1	9	3	0	0.806
84.657	0	feedback	ii	1	9	n/a	n/a	n/a
91.823	0	sound	ii	2	19	3	0	0.943
94.873	0	feedback	ii	2	19	n/a	n/a	n/a
99.339	0	sound	ii	2	14	4	0	1.002
103.055	0	feedback	ii	2	14	n/a	n/a	n/a
106.838	0	sound	ii	2	12	4	0	0.863
109.605	0	feedback	ii	2	12	n/a	n/a	n/a
114.321	0	sound	ii	2	18	4	0	1.004
117.871	0	feedback	ii	2	18	n/a	n/a	n/a
121.804	0	sound	ii	2	20	2	1	0.873
125.62	0	feedback	ii	2	20	n/a	n/a	n/a
129.303	0	sound	ii	1	5	4	0	0.982
132.736	0	feedback	ii	1	5	n/a	n/a	n/a
136.802	0	sound	ii	2	17	1	0	1.034
141.018	0	feedback	ii	2	17	n/a	n/a	n/a
144.301	0	sound	ii	4	37	3	0	1.183
148.284	0	feedback	ii	4	37	n/a	n/a	n/a
154.334	0	sound	ii	3	25	4	0	1.334
158.617	0	feedback	ii	3	25	n/a	n/a	n/a
161.8	0	sound	ii	3	24	3	1	1.028
165.433	0	feedback	ii	3	24	n/a	n/a	n/a
169.299	0	sound	ii	1	7	2	0	1.32
172.082	0	feedback	ii	1	7	n/a	n/a	n/a
176.798	0	sound	ii	3	30	2	0	1.197
180.998	0	feedback	ii	3	30	n/a	n/a	n/a
186.814	0	sound	ii	4	36	4	1	0.933
190.897	0	feedback	ii	4	36	n/a	n/a	n/a
196.813	0	sound	ii	1	10	3	0	0.998
201.113	0	feedback	ii	1	10	n/a	n/a	n/a
204.312	0	sound	ii	4	40	4	1	1.002
207.495	0	feedback	ii	4	40	n/a	n/a	n/a
211.795	0	sound	ii	1	1	3	0	1.103
215.745	0	feedback	ii	1	1	n/a	n/a	n/a
219.311	0	sound	ii	3	29	2	0	1.315
223.527	0	feedback	ii	3	29	n/a	n/a	n/a
226.794	0	sound	ii	2	16	4	0	1.032
229.71	0	feedback	ii	2	16	n/a	n/a	n/a
234.326	0	sound	ii	4	32	4	1	0.835
237.309	0	feedback	ii	4	32	n/a	n/a	n/a
241.792	0	sound	ii	1	2	2	0	0.977
246.142	0	feedback	ii	1	2	n/a	n/a	n/a
251.808	0	sound	ii	4	38	4	1	1.065
255.874	0	feedback	ii	4	38	n/a	n/a	n/a
259.324	0	sound	ii	3	27	2	0	1.037
262.59	0	feedback	ii	3	27	n/a	n/a	n/a
266.79	0	sound	ii	1	6	4	0	1.051
270.573	0	feedback	ii	1	6	n/a	n/a	n/a
274.289	0	sound	ii	4	35	2	0	1.431
277.922	0	feedback	ii	4	35	n/a	n/a	n/a
284.288	0	sound	ii	3	26	2	0	1.272
287.638	0	feedback	ii	3	26	n/a	n/a	n/a
291.787	0	sound	ii	4	31	4	1	0.965
295.37	0	feedback	ii	4	31	n/a	n/a	n/a
299.32	0	sound	ii	4	34	2	0	1.008
303.37	0	feedback	ii	4	34	n/a	n/a	n/a
306.786	0	sound	ii	1	4	2	0	0.845
310.852	0	feedback	ii	1	4	n/a	n/a	n/a
316.802	0	sound	ii	1	8	1	1	1.045
319.801	0	feedback	ii	1	8	n/a	n/a	n/a
324.318	0	sound	ii	2	15	2	1	0.881
327.551	0	feedback	ii	2	15	n/a	n/a	n/a
331.784	0	sound	ii	1	3	4	0	0.983
336.1	0	feedback	ii	1	3	n/a	n/a	n/a
