onset	duration	trial_type	structure	category	item	stim.RESP	stim.ACC	stim.RT
14.344	0	sound	ii	1	3	2	0	1.144
18.793	0	feedback	ii	1	3	n/a	n/a	n/a
21.81	0	sound	ii	1	2	3	0	1.437
26.076	0	feedback	ii	1	2	n/a	n/a	n/a
29.309	0	sound	ii	1	8	1	1	0.97
32.959	0	feedback	ii	1	8	n/a	n/a	n/a
36.858	0	sound	ii	3	28	3	1	1.341
40.475	0	feedback	ii	3	28	n/a	n/a	n/a
44.341	0	sound	ii	2	19	2	1	1.29
48.707	0	feedback	ii	2	19	n/a	n/a	n/a
51.84	0	sound	ii	3	24	3	1	1.543
55.907	0	feedback	ii	3	24	n/a	n/a	n/a
59.323	0	sound	ii	2	13	2	1	1.292
62.673	0	feedback	ii	2	13	n/a	n/a	n/a
66.806	0	sound	ii	2	17	2	1	1.064
69.605	0	feedback	ii	2	17	n/a	n/a	n/a
74.322	0	sound	ii	2	14	3	0	1.044
78.288	0	feedback	ii	2	14	n/a	n/a	n/a
84.304	0	sound	ii	3	26	4	0	1.166
86.87	0	feedback	ii	3	26	n/a	n/a	n/a
91.82	0	sound	ii	2	20	2	1	1.242
96.12	0	feedback	ii	2	20	n/a	n/a	n/a
99.319	0	sound	ii	1	6	2	0	1.158
103.202	0	feedback	ii	1	6	n/a	n/a	n/a
106.802	0	sound	ii	4	40	3	0	1.323
109.818	0	feedback	ii	4	40	n/a	n/a	n/a
114.351	0	sound	ii	2	16	2	1	1.662
118.751	0	feedback	ii	2	16	n/a	n/a	n/a
121.817	0	sound	ii	3	25	3	1	1.396
125.8	0	feedback	ii	3	25	n/a	n/a	n/a
129.3	0	sound	ii	4	33	4	1	1.009
133.366	0	feedback	ii	4	33	n/a	n/a	n/a
136.799	0	sound	ii	4	32	3	0	1.261
140.282	0	feedback	ii	4	32	n/a	n/a	n/a
144.299	0	sound	ii	1	10	2	0	1.577
148.548	0	feedback	ii	1	10	n/a	n/a	n/a
154.331	0	sound	ii	1	7	2	0	1.425
157.664	0	feedback	ii	1	7	n/a	n/a	n/a
161.797	0	sound	ii	1	5	1	1	1.207
165.03	0	feedback	ii	1	5	n/a	n/a	n/a
171.813	0	sound	ii	4	37	4	1	1.039
175.796	0	feedback	ii	4	37	n/a	n/a	n/a
179.295	0	sound	ii	1	9	3	0	1.612
182.895	0	feedback	ii	1	9	n/a	n/a	n/a
189.328	0	sound	ii	3	30	3	1	1.443
192.911	0	feedback	ii	3	30	n/a	n/a	n/a
196.794	0	sound	ii	4	36	4	1	0.993
201.077	0	feedback	ii	4	36	n/a	n/a	n/a
204.31	0	sound	ii	4	31	4	1	1.397
208.743	0	feedback	ii	4	31	n/a	n/a	n/a
211.792	0	sound	ii	4	34	4	1	1.323
214.659	0	feedback	ii	4	34	n/a	n/a	n/a
221.792	0	sound	ii	4	35	4	1	1.21
225.491	0	feedback	ii	4	35	n/a	n/a	n/a
229.291	0	sound	ii	4	38	4	1	1.135
233.274	0	feedback	ii	4	38	n/a	n/a	n/a
236.807	0	sound	ii	2	12	2	1	1.795
241.19	0	feedback	ii	2	12	n/a	n/a	n/a
244.306	0	sound	ii	3	29	3	1	1.488
248.322	0	feedback	ii	3	29	n/a	n/a	n/a
251.789	0	sound	ii	4	39	3	0	1.58
255.872	0	feedback	ii	4	39	n/a	n/a	n/a
261.788	0	sound	ii	3	27	1	0	1.797
265.554	0	feedback	ii	3	27	n/a	n/a	n/a
271.804	0	sound	ii	2	18	2	1	1.293
275.82	0	feedback	ii	2	18	n/a	n/a	n/a
279.32	0	sound	ii	3	22	3	1	1.217
282.903	0	feedback	ii	3	22	n/a	n/a	n/a
286.802	0	sound	ii	2	15	2	1	1.679
289.785	0	feedback	ii	2	15	n/a	n/a	n/a
296.801	0	sound	ii	1	1	3	0	1.063
301.168	0	feedback	ii	1	1	n/a	n/a	n/a
306.8	0	sound	ii	3	21	3	1	1.584
309.95	0	feedback	ii	3	21	n/a	n/a	n/a
314.3	0	sound	ii	3	23	3	1	1.612
316.816	0	feedback	ii	3	23	n/a	n/a	n/a
321.799	0	sound	ii	2	11	1	0	1.377
325.449	0	feedback	ii	2	11	n/a	n/a	n/a
331.815	0	sound	ii	1	4	2	0	1.336
335.498	0	feedback	ii	1	4	n/a	n/a	n/a
