onset	duration	trial_type	structure	category	item	stim.RESP	stim.ACC	stim.RT
14.349	0	sound	rb	2	19	1	0	1.394
18.415	0	feedback	rb	2	19	n/a	n/a	n/a
21.815	0	sound	rb	4	39	3	0	0.872
25.331	0	feedback	rb	4	39	n/a	n/a	n/a
29.314	0	sound	rb	2	20	3	0	0.869
33.747	0	feedback	rb	2	20	n/a	n/a	n/a
39.33	0	sound	rb	1	10	3	0	1.044
42.146	0	feedback	rb	1	10	n/a	n/a	n/a
46.812	0	sound	rb	4	34	4	1	0.986
51.278	0	feedback	rb	4	34	n/a	n/a	n/a
54.312	0	sound	rb	3	26	4	0	0.99
57.078	0	feedback	rb	3	26	n/a	n/a	n/a
61.811	0	sound	rb	4	37	4	1	0.842
64.344	0	feedback	rb	4	37	n/a	n/a	n/a
69.343	0	sound	rb	2	12	2	1	1.11
73.46	0	feedback	rb	2	12	n/a	n/a	n/a
76.809	0	sound	rb	4	33	4	1	0.956
79.426	0	feedback	rb	4	33	n/a	n/a	n/a
84.308	0	sound	rb	2	16	3	0	0.985
88.341	0	feedback	rb	2	16	n/a	n/a	n/a
91.808	0	sound	rb	1	7	3	0	1.052
95.391	0	feedback	rb	1	7	n/a	n/a	n/a
99.307	0	sound	rb	4	40	4	1	0.993
103.106	0	feedback	rb	4	40	n/a	n/a	n/a
109.306	0	sound	rb	4	35	3	0	1.218
113.472	0	feedback	rb	4	35	n/a	n/a	n/a
116.805	0	sound	rb	4	38	4	1	0.926
120.121	0	feedback	rb	4	38	n/a	n/a	n/a
124.304	0	sound	rb	1	5	2	0	1.691
128.371	0	feedback	rb	1	5	n/a	n/a	n/a
131.804	0	sound	rb	1	2	2	0	1.887
135.336	0	feedback	rb	1	2	n/a	n/a	n/a
139.303	0	sound	rb	1	6	2	0	1.387
143.469	0	feedback	rb	1	6	n/a	n/a	n/a
146.802	0	sound	rb	1	3	2	0	1.128
151.168	0	feedback	rb	1	3	n/a	n/a	n/a
156.801	0	sound	rb	4	36	3	0	1.089
160.617	0	feedback	rb	4	36	n/a	n/a	n/a
166.817	0	sound	rb	3	28	4	0	1.064
170.516	0	feedback	rb	3	28	n/a	n/a	n/a
174.299	0	sound	rb	3	30	4	0	0.942
177.765	0	feedback	rb	3	30	n/a	n/a	n/a
181.798	0	sound	rb	2	14	2	1	1.299
185.748	0	feedback	rb	2	14	n/a	n/a	n/a
189.298	0	sound	rb	3	21	3	1	1.102
192.347	0	feedback	rb	3	21	n/a	n/a	n/a
199.28	0	sound	rb	4	32	4	1	0.928
203.013	0	feedback	rb	4	32	n/a	n/a	n/a
206.796	0	sound	rb	3	22	3	1	1.196
210.045	0	feedback	rb	3	22	n/a	n/a	n/a
216.795	0	sound	rb	3	27	2	0	1.076
219.878	0	feedback	rb	3	27	n/a	n/a	n/a
224.294	0	sound	rb	3	25	2	0	1.097
228.41	0	feedback	rb	3	25	n/a	n/a	n/a
234.293	0	sound	rb	4	31	3	0	1.058
237.626	0	feedback	rb	4	31	n/a	n/a	n/a
241.792	0	sound	rb	2	13	3	0	1.11
245.675	0	feedback	rb	2	13	n/a	n/a	n/a
249.291	0	sound	rb	2	18	2	1	1.243
252.524	0	feedback	rb	2	18	n/a	n/a	n/a
256.791	0	sound	rb	1	8	1	1	1.087
260.39	0	feedback	rb	1	8	n/a	n/a	n/a
266.806	0	sound	rb	1	9	2	0	1.352
271.256	0	feedback	rb	1	9	n/a	n/a	n/a
274.289	0	sound	rb	2	11	3	0	1.06
277.905	0	feedback	rb	2	11	n/a	n/a	n/a
281.821	0	sound	rb	1	4	3	0	1
285.921	0	feedback	rb	1	4	n/a	n/a	n/a
289.287	0	sound	rb	3	23	3	1	1.246
293.454	0	feedback	rb	3	23	n/a	n/a	n/a
299.286	0	sound	rb	3	24	4	0	0.942
303.219	0	feedback	rb	3	24	n/a	n/a	n/a
306.802	0	sound	rb	3	29	3	1	1.058
311.202	0	feedback	rb	3	29	n/a	n/a	n/a
314.285	0	sound	rb	2	15	4	0	1.303
317.801	0	feedback	rb	2	15	n/a	n/a	n/a
321.784	0	sound	rb	1	1	3	0	1.019
326	0	feedback	rb	1	1	n/a	n/a	n/a
329.283	0	sound	rb	2	17	1	0	1.288
333.266	0	feedback	rb	2	17	n/a	n/a	n/a
