onset	duration	trial_type	structure	category	item	stim.RESP	stim.ACC	stim.RT
14.308	0	sound	ii	3	27	1	0	1.347
18.424	0	feedback	ii	3	27	n/a	n/a	n/a
24.307	0	sound	ii	3	22	4	0	0.868
27.823	0	feedback	ii	3	22	n/a	n/a	n/a
31.806	0	sound	ii	1	9	3	0	0.825
36.239	0	feedback	ii	1	9	n/a	n/a	n/a
39.306	0	sound	ii	1	2	3	0	1.124
42.139	0	feedback	ii	1	2	n/a	n/a	n/a
46.805	0	sound	ii	4	36	4	1	1.105
51.271	0	feedback	ii	4	36	n/a	n/a	n/a
54.304	0	sound	ii	1	1	4	0	1.294
57.071	0	feedback	ii	1	1	n/a	n/a	n/a
61.803	0	sound	ii	1	6	1	1	0.899
64.353	0	feedback	ii	1	6	n/a	n/a	n/a
69.319	0	sound	ii	2	19	1	0	1.254
73.469	0	feedback	ii	2	19	n/a	n/a	n/a
76.802	0	sound	ii	2	16	2	1	0.915
79.435	0	feedback	ii	2	16	n/a	n/a	n/a
84.318	0	sound	ii	2	15	2	1	1.119
88.351	0	feedback	ii	2	15	n/a	n/a	n/a
94.3	0	sound	ii	4	39	3	0	1.496
97.883	0	feedback	ii	4	39	n/a	n/a	n/a
101.799	0	sound	ii	1	8	2	0	1.245
105.599	0	feedback	ii	1	8	n/a	n/a	n/a
111.798	0	sound	ii	2	18	1	0	1.054
115.965	0	feedback	ii	2	18	n/a	n/a	n/a
119.298	0	sound	ii	4	33	3	0	1.306
122.614	0	feedback	ii	4	33	n/a	n/a	n/a
126.813	0	sound	ii	3	23	3	1	0.886
130.88	0	feedback	ii	3	23	n/a	n/a	n/a
136.796	0	sound	ii	4	38	3	0	0.967
140.329	0	feedback	ii	4	38	n/a	n/a	n/a
144.312	0	sound	ii	2	20	4	0	0.739
148.478	0	feedback	ii	2	20	n/a	n/a	n/a
151.811	0	sound	ii	4	37	3	0	0.887
156.177	0	feedback	ii	4	37	n/a	n/a	n/a
159.327	0	sound	ii	4	32	4	1	0.803
163.126	0	feedback	ii	4	32	n/a	n/a	n/a
166.809	0	sound	ii	1	10	3	0	0.889
170.526	0	feedback	ii	1	10	n/a	n/a	n/a
174.309	0	sound	ii	2	11	1	0	0.885
177.775	0	feedback	ii	2	11	n/a	n/a	n/a
181.808	0	sound	ii	4	34	2	0	0.905
185.741	0	feedback	ii	4	34	n/a	n/a	n/a
189.291	0	sound	ii	2	17	3	0	0.838
192.34	0	feedback	ii	2	17	n/a	n/a	n/a
199.29	0	sound	ii	1	4	2	0	0.767
203.022	0	feedback	ii	1	4	n/a	n/a	n/a
206.789	0	sound	ii	1	7	1	1	0.787
210.038	0	feedback	ii	1	7	n/a	n/a	n/a
214.288	0	sound	ii	3	24	1	0	0.856
217.388	0	feedback	ii	3	24	n/a	n/a	n/a
224.304	0	sound	ii	4	31	3	0	0.912
228.42	0	feedback	ii	4	31	n/a	n/a	n/a
234.303	0	sound	ii	3	30	3	1	0.681
237.636	0	feedback	ii	3	30	n/a	n/a	n/a
241.802	0	sound	ii	3	28	3	1	1.181
245.685	0	feedback	ii	3	28	n/a	n/a	n/a
249.301	0	sound	ii	3	21	3	1	0.818
252.534	0	feedback	ii	3	21	n/a	n/a	n/a
259.3	0	sound	ii	1	5	3	0	0.947
262.9	0	feedback	ii	1	5	n/a	n/a	n/a
269.282	0	sound	ii	1	3	4	0	0.156
273.749	0	feedback	ii	1	3	n/a	n/a	n/a
276.798	0	sound	ii	3	26	1	0	1.328
280.415	0	feedback	ii	3	26	n/a	n/a	n/a
284.298	0	sound	ii	3	29	2	0	0.612
288.431	0	feedback	ii	3	29	n/a	n/a	n/a
291.797	0	sound	ii	2	13	3	0	0.505
295.963	0	feedback	ii	2	13	n/a	n/a	n/a
299.296	0	sound	ii	4	40	2	0	0.541
303.229	0	feedback	ii	4	40	n/a	n/a	n/a
306.795	0	sound	ii	3	25	4	0	0.89
311.212	0	feedback	ii	3	25	n/a	n/a	n/a
316.794	0	sound	ii	2	12	3	0	0.643
320.311	0	feedback	ii	2	12	n/a	n/a	n/a
324.277	0	sound	ii	2	14	2	1	0.575
328.493	0	feedback	ii	2	14	n/a	n/a	n/a
331.793	0	sound	ii	4	35	1	0	0.779
335.759	0	feedback	ii	4	35	n/a	n/a	n/a
