onset	duration	trial_type	structure	category	item	stim.RESP	stim.ACC	stim.RT
14.366	0	sound	rb	4	32	1	0	1.258
18.415	0	feedback	rb	4	32	n/a	n/a	n/a
21.848	0	sound	rb	3	25	1	0	1.423
25.331	0	feedback	rb	3	25	n/a	n/a	n/a
29.348	0	sound	rb	1	2	3	0	1.587
33.747	0	feedback	rb	1	2	n/a	n/a	n/a
36.863	0	sound	rb	3	26	3	1	1.552
39.663	0	feedback	rb	3	26	n/a	n/a	n/a
44.313	0	sound	rb	2	17	2	1	0.91
48.779	0	feedback	rb	2	17	n/a	n/a	n/a
51.812	0	sound	rb	1	10	1	1	1.299
54.578	0	feedback	rb	1	10	n/a	n/a	n/a
59.328	0	sound	rb	4	40	4	1	1.15
61.844	0	feedback	rb	4	40	n/a	n/a	n/a
66.811	0	sound	rb	3	29	2	0	1.307
70.96	0	feedback	rb	3	29	n/a	n/a	n/a
74.36	0	sound	rb	2	15	4	0	1.59
76.943	0	feedback	rb	2	15	n/a	n/a	n/a
81.859	0	sound	rb	1	4	4	0	1.363
85.842	0	feedback	rb	1	4	n/a	n/a	n/a
91.825	0	sound	rb	3	28	3	1	1.26
95.391	0	feedback	rb	3	28	n/a	n/a	n/a
99.324	0	sound	rb	2	12	4	0	1.009
103.091	0	feedback	rb	2	12	n/a	n/a	n/a
109.323	0	sound	rb	1	9	3	0	1.018
113.473	0	feedback	rb	1	9	n/a	n/a	n/a
119.306	0	sound	rb	4	35	4	1	1.051
122.622	0	feedback	rb	4	35	n/a	n/a	n/a
126.838	0	sound	rb	1	5	3	0	1.406
130.871	0	feedback	rb	1	5	n/a	n/a	n/a
134.321	0	sound	rb	4	34	2	0	1.083
137.837	0	feedback	rb	4	34	n/a	n/a	n/a
141.804	0	sound	rb	1	6	1	1	1.192
145.97	0	feedback	rb	1	6	n/a	n/a	n/a
149.32	0	sound	rb	3	24	3	1	1.5
153.686	0	feedback	rb	3	24	n/a	n/a	n/a
156.852	0	sound	rb	2	18	3	0	1.631
160.618	0	feedback	rb	2	18	n/a	n/a	n/a
164.301	0	sound	rb	1	1	4	0	1.318
168.018	0	feedback	rb	1	1	n/a	n/a	n/a
171.834	0	sound	rb	1	3	3	0	1.281
175.267	0	feedback	rb	1	3	n/a	n/a	n/a
179.383	0	sound	rb	3	21	3	1	1.316
183.25	0	feedback	rb	3	21	n/a	n/a	n/a
189.299	0	sound	rb	4	33	4	1	1.319
192.349	0	feedback	rb	4	33	n/a	n/a	n/a
196.865	0	sound	rb	2	19	2	1	1.721
200.515	0	feedback	rb	2	19	n/a	n/a	n/a
204.331	0	sound	rb	2	13	4	0	1.087
207.564	0	feedback	rb	2	13	n/a	n/a	n/a
211.83	0	sound	rb	2	20	4	0	1.444
214.88	0	feedback	rb	2	20	n/a	n/a	n/a
219.296	0	sound	rb	2	14	2	1	1.114
223.412	0	feedback	rb	2	14	n/a	n/a	n/a
226.795	0	sound	rb	4	31	4	1	0.926
230.129	0	feedback	rb	4	31	n/a	n/a	n/a
234.328	0	sound	rb	2	16	2	1	1.401
238.178	0	feedback	rb	2	16	n/a	n/a	n/a
244.327	0	sound	rb	1	8	3	0	1.546
247.544	0	feedback	rb	1	8	n/a	n/a	n/a
254.326	0	sound	rb	4	39	4	1	1.539
257.909	0	feedback	rb	4	39	n/a	n/a	n/a
261.809	0	sound	rb	3	22	1	0	1.639
266.275	0	feedback	rb	3	22	n/a	n/a	n/a
269.308	0	sound	rb	4	36	4	1	1.34
272.908	0	feedback	rb	4	36	n/a	n/a	n/a
279.324	0	sound	rb	2	11	2	1	1.34
283.423	0	feedback	rb	2	11	n/a	n/a	n/a
286.806	0	sound	rb	4	38	4	1	1.05
290.973	0	feedback	rb	4	38	n/a	n/a	n/a
294.339	0	sound	rb	1	7	3	0	1.292
298.239	0	feedback	rb	1	7	n/a	n/a	n/a
304.338	0	sound	rb	4	37	4	1	1.053
308.704	0	feedback	rb	4	37	n/a	n/a	n/a
314.321	0	sound	rb	3	23	3	1	1.198
317.804	0	feedback	rb	3	23	n/a	n/a	n/a
324.303	0	sound	rb	3	30	3	1	1.048
328.503	0	feedback	rb	3	30	n/a	n/a	n/a
331.819	0	sound	rb	3	27	1	0	1.243
335.785	0	feedback	rb	3	27	n/a	n/a	n/a
