onset	duration	trial_type	structure	category	item	stim.RESP	stim.ACC	stim.RT
14.367	0	sound	rb	1	7	1	1	1.384
18.616	0	feedback	rb	1	7	n/a	n/a	n/a
21.849	0	sound	rb	1	4	2	0	1.094
25.532	0	feedback	rb	1	4	n/a	n/a	n/a
31.848	0	sound	rb	4	33	3	0	1.142
35.815	0	feedback	rb	4	33	n/a	n/a	n/a
39.348	0	sound	rb	3	25	1	0	1.218
42.031	0	feedback	rb	3	25	n/a	n/a	n/a
49.347	0	sound	rb	3	27	3	1	1.323
53.546	0	feedback	rb	3	27	n/a	n/a	n/a
56.796	0	sound	rb	3	29	4	0	1.602
60.029	0	feedback	rb	3	29	n/a	n/a	n/a
64.329	0	sound	rb	2	14	4	0	1.444
68.378	0	feedback	rb	2	14	n/a	n/a	n/a
71.845	0	sound	rb	2	11	4	0	1.56
75.411	0	feedback	rb	2	11	n/a	n/a	n/a
81.827	0	sound	rb	2	20	4	0	1.69
86.143	0	feedback	rb	2	20	n/a	n/a	n/a
89.293	0	sound	rb	1	3	1	1	1.792
91.976	0	feedback	rb	1	3	n/a	n/a	n/a
96.842	0	sound	rb	4	32	4	1	1.475
99.692	0	feedback	rb	4	32	n/a	n/a	n/a
104.308	0	sound	rb	3	21	3	1	1.48
107.191	0	feedback	rb	3	21	n/a	n/a	n/a
111.824	0	sound	rb	4	39	2	0	1.476
116.19	0	feedback	rb	4	39	n/a	n/a	n/a
119.307	0	sound	rb	3	28	3	1	1.785
123.506	0	feedback	rb	3	28	n/a	n/a	n/a
126.806	0	sound	rb	3	22	1	0	1.934
130.206	0	feedback	rb	3	22	n/a	n/a	n/a
136.822	0	sound	rb	1	5	0	0	0
139.638	0	feedback	rb	1	5	n/a	n/a	n/a
144.304	0	sound	rb	4	37	2	0	1.395
148.754	0	feedback	rb	4	37	n/a	n/a	n/a
151.82	0	sound	rb	1	6	3	0	1.199
155.637	0	feedback	rb	1	6	n/a	n/a	n/a
159.303	0	sound	rb	1	8	3	0	1.092
162.986	0	feedback	rb	1	8	n/a	n/a	n/a
166.836	0	sound	rb	1	10	3	0	1.575
170.785	0	feedback	rb	1	10	n/a	n/a	n/a
174.301	0	sound	rb	2	18	1	0	1.413
177.751	0	feedback	rb	2	18	n/a	n/a	n/a
184.367	0	sound	rb	2	17	4	0	1.115
187.334	0	feedback	rb	2	17	n/a	n/a	n/a
194.316	0	sound	rb	3	23	3	1	1.55
198.299	0	feedback	rb	3	23	n/a	n/a	n/a
201.799	0	sound	rb	4	36	2	0	1.474
204.949	0	feedback	rb	4	36	n/a	n/a	n/a
209.298	0	sound	rb	4	34	2	0	1.511
213.181	0	feedback	rb	4	34	n/a	n/a	n/a
219.331	0	sound	rb	2	16	4	0	1.766
223.047	0	feedback	rb	2	16	n/a	n/a	n/a
229.296	0	sound	rb	4	35	2	0	0.833
232.513	0	feedback	rb	4	35	n/a	n/a	n/a
239.312	0	sound	rb	3	30	3	1	1.264
243.045	0	feedback	rb	3	30	n/a	n/a	n/a
246.795	0	sound	rb	1	9	1	1	1.181
251.177	0	feedback	rb	1	9	n/a	n/a	n/a
254.311	0	sound	rb	1	2	3	0	1.233
258.777	0	feedback	rb	1	2	n/a	n/a	n/a
261.826	0	sound	rb	3	24	1	0	1.486
266.259	0	feedback	rb	3	24	n/a	n/a	n/a
271.809	0	sound	rb	2	12	4	0	1.67
275.725	0	feedback	rb	2	12	n/a	n/a	n/a
279.325	0	sound	rb	4	38	4	1	1.57
283.624	0	feedback	rb	4	38	n/a	n/a	n/a
286.807	0	sound	rb	2	19	1	0	1.848
289.341	0	feedback	rb	2	19	n/a	n/a	n/a
294.323	0	sound	rb	1	1	4	0	1.348
298.34	0	feedback	rb	1	1	n/a	n/a	n/a
301.823	0	sound	rb	3	26	3	1	1.216
306.172	0	feedback	rb	3	26	n/a	n/a	n/a
309.289	0	sound	rb	4	40	4	1	1.549
313.305	0	feedback	rb	4	40	n/a	n/a	n/a
316.821	0	sound	rb	4	31	4	1	1.225
320.721	0	feedback	rb	4	31	n/a	n/a	n/a
324.287	0	sound	rb	2	15	2	1	1.183
327.004	0	feedback	rb	2	15	n/a	n/a	n/a
331.837	0	sound	rb	2	13	2	1	0.801
335.253	0	feedback	rb	2	13	n/a	n/a	n/a
