onset	duration	trial_type	structure	category	item	stim.RESP	stim.ACC	stim.RT
14.312	0	sound	ii	1	2	3	0	1.311
17.278	0	feedback	ii	1	2	n/a	n/a	n/a
21.811	0	sound	ii	1	9	1	1	1.172
25.844	0	feedback	ii	1	9	n/a	n/a	n/a
29.294	0	sound	ii	3	27	2	0	1.105
33.76	0	feedback	ii	3	27	n/a	n/a	n/a
36.81	0	sound	ii	1	6	2	0	1.132
39.976	0	feedback	ii	1	6	n/a	n/a	n/a
44.309	0	sound	ii	2	16	1	0	1.049
48.442	0	feedback	ii	2	16	n/a	n/a	n/a
51.808	0	sound	ii	2	20	2	1	0.998
54.758	0	feedback	ii	2	20	n/a	n/a	n/a
59.324	0	sound	ii	3	30	3	1	1.042
63.674	0	feedback	ii	3	30	n/a	n/a	n/a
66.807	0	sound	ii	2	11	2	1	1.279
70.34	0	feedback	ii	2	11	n/a	n/a	n/a
76.822	0	sound	ii	2	18	2	1	0.887
79.639	0	feedback	ii	2	18	n/a	n/a	n/a
86.805	0	sound	ii	4	39	3	0	0.936
89.855	0	feedback	ii	4	39	n/a	n/a	n/a
96.804	0	sound	ii	4	33	4	1	0.897
100.537	0	feedback	ii	4	33	n/a	n/a	n/a
104.287	0	sound	ii	4	37	4	1	0.733
107.086	0	feedback	ii	4	37	n/a	n/a	n/a
111.802	0	sound	ii	2	19	2	1	1.698
115.369	0	feedback	ii	2	19	n/a	n/a	n/a
121.801	0	sound	ii	4	36	4	1	1.299
125.634	0	feedback	ii	4	36	n/a	n/a	n/a
131.784	0	sound	ii	3	29	0	0	0
135.217	0	feedback	ii	3	29	n/a	n/a	n/a
139.316	0	sound	ii	4	31	4	1	1.079
143.516	0	feedback	ii	4	31	n/a	n/a	n/a
146.799	0	sound	ii	2	14	2	1	1.644
150.765	0	feedback	ii	2	14	n/a	n/a	n/a
154.332	0	sound	ii	2	12	1	0	1.431
158.598	0	feedback	ii	2	12	n/a	n/a	n/a
161.814	0	sound	ii	4	40	3	0	1.205
165.431	0	feedback	ii	4	40	n/a	n/a	n/a
169.297	0	sound	ii	1	10	2	0	0.882
172.08	0	feedback	ii	1	10	n/a	n/a	n/a
176.796	0	sound	ii	3	26	1	0	1.318
180.996	0	feedback	ii	3	26	n/a	n/a	n/a
184.296	0	sound	ii	3	25	2	0	1.674
188.395	0	feedback	ii	3	25	n/a	n/a	n/a
191.812	0	sound	ii	1	5	3	0	1.27
196.094	0	feedback	ii	1	5	n/a	n/a	n/a
199.327	0	sound	ii	3	23	3	1	1.683
202.477	0	feedback	ii	3	23	n/a	n/a	n/a
209.293	0	sound	ii	1	1	3	0	1.148
213.226	0	feedback	ii	1	1	n/a	n/a	n/a
216.793	0	sound	ii	4	38	4	1	1.16
221.009	0	feedback	ii	4	38	n/a	n/a	n/a
226.792	0	sound	ii	3	21	3	1	1.329
229.691	0	feedback	ii	3	21	n/a	n/a	n/a
234.308	0	sound	ii	1	7	1	1	1.149
237.307	0	feedback	ii	1	7	n/a	n/a	n/a
241.79	0	sound	ii	4	34	3	0	1.722
246.14	0	feedback	ii	4	34	n/a	n/a	n/a
249.323	0	sound	ii	4	35	4	1	0.773
253.372	0	feedback	ii	4	35	n/a	n/a	n/a
256.805	0	sound	ii	4	32	3	0	1.435
260.072	0	feedback	ii	4	32	n/a	n/a	n/a
264.305	0	sound	ii	3	24	2	0	1.703
268.054	0	feedback	ii	3	24	n/a	n/a	n/a
274.304	0	sound	ii	1	4	2	0	1.911
277.92	0	feedback	ii	1	4	n/a	n/a	n/a
284.286	0	sound	ii	3	22	4	0	0.985
287.619	0	feedback	ii	3	22	n/a	n/a	n/a
291.802	0	sound	ii	1	8	2	0	1.517
295.368	0	feedback	ii	1	8	n/a	n/a	n/a
299.301	0	sound	ii	2	13	2	1	1.202
303.368	0	feedback	ii	2	13	n/a	n/a	n/a
306.801	0	sound	ii	2	15	1	0	1.477
310.85	0	feedback	ii	2	15	n/a	n/a	n/a
316.783	0	sound	ii	1	3	2	0	0.975
319.783	0	feedback	ii	1	3	n/a	n/a	n/a
324.282	0	sound	ii	3	28	3	1	1.404
327.532	0	feedback	ii	3	28	n/a	n/a	n/a
331.782	0	sound	ii	2	17	3	0	1.136
336.081	0	feedback	ii	2	17	n/a	n/a	n/a
