onset	duration	trial_type	structure	category	item	stim.RESP	stim.ACC	stim.RT
11.87	0	sound	rb	2	15	1	0	1.217
14.787	0	feedback	rb	2	15	n/a	n/a	n/a
21.803	0	sound	rb	4	32	2	0	1.596
25.836	0	feedback	rb	4	32	n/a	n/a	n/a
29.302	0	sound	rb	2	16	4	0	1.065
33.768	0	feedback	rb	2	16	n/a	n/a	n/a
39.351	0	sound	rb	2	13	4	0	1.663
42.467	0	feedback	rb	2	13	n/a	n/a	n/a
49.3	0	sound	rb	2	12	4	0	0.866
53.449	0	feedback	rb	2	12	n/a	n/a	n/a
56.799	0	sound	rb	1	6	2	0	1.327
59.749	0	feedback	rb	1	6	n/a	n/a	n/a
64.348	0	sound	rb	2	19	1	0	1.13
68.665	0	feedback	rb	2	19	n/a	n/a	n/a
71.814	0	sound	rb	2	14	2	1	1.351
75.347	0	feedback	rb	2	14	n/a	n/a	n/a
79.33	0	sound	rb	1	10	2	0	1.595
82.147	0	feedback	rb	1	10	n/a	n/a	n/a
86.846	0	sound	rb	4	40	1	0	1.455
89.862	0	feedback	rb	4	40	n/a	n/a	n/a
94.329	0	sound	rb	4	39	4	1	1.347
98.045	0	feedback	rb	4	39	n/a	n/a	n/a
101.795	0	sound	rb	3	23	1	0	1.601
104.594	0	feedback	rb	3	23	n/a	n/a	n/a
111.81	0	sound	rb	1	8	2	0	1.394
115.377	0	feedback	rb	1	8	n/a	n/a	n/a
119.343	0	sound	rb	3	21	2	0	1.669
123.126	0	feedback	rb	3	21	n/a	n/a	n/a
129.309	0	sound	rb	4	37	4	1	1.062
132.725	0	feedback	rb	4	37	n/a	n/a	n/a
136.791	0	sound	rb	3	30	3	1	1.268
141.024	0	feedback	rb	3	30	n/a	n/a	n/a
144.324	0	sound	rb	3	27	0	0	0
148.257	0	feedback	rb	3	27	n/a	n/a	n/a
151.806	0	sound	rb	3	29	1	0	1.86
156.106	0	feedback	rb	3	29	n/a	n/a	n/a
161.822	0	sound	rb	1	9	2	0	0.988
165.438	0	feedback	rb	1	9	n/a	n/a	n/a
171.788	0	sound	rb	2	17	4	0	0.974
174.587	0	feedback	rb	2	17	n/a	n/a	n/a
179.303	0	sound	rb	3	24	2	0	1.499
183.486	0	feedback	rb	3	24	n/a	n/a	n/a
186.786	0	sound	rb	4	35	4	1	1.095
190.886	0	feedback	rb	4	35	n/a	n/a	n/a
194.335	0	sound	rb	4	36	4	1	0.922
198.602	0	feedback	rb	4	36	n/a	n/a	n/a
201.785	0	sound	rb	1	4	3	0	1.888
204.984	0	feedback	rb	1	4	n/a	n/a	n/a
209.3	0	sound	rb	1	2	1	1	1.02
213.233	0	feedback	rb	1	2	n/a	n/a	n/a
216.816	0	sound	rb	1	7	1	1	1.16
221.016	0	feedback	rb	1	7	n/a	n/a	n/a
224.332	0	sound	rb	3	28	2	0	1.396
227.199	0	feedback	rb	3	28	n/a	n/a	n/a
234.281	0	sound	rb	1	5	3	0	1.335
237.314	0	feedback	rb	1	5	n/a	n/a	n/a
241.797	0	sound	rb	4	38	4	1	0.85
246.147	0	feedback	rb	4	38	n/a	n/a	n/a
249.28	0	sound	rb	1	3	1	1	1.343
253.363	0	feedback	rb	1	3	n/a	n/a	n/a
256.796	0	sound	rb	2	11	1	0	1.027
260.079	0	feedback	rb	2	11	n/a	n/a	n/a
266.811	0	sound	rb	3	22	4	0	0.979
270.561	0	feedback	rb	3	22	n/a	n/a	n/a
274.294	0	sound	rb	3	25	3	1	1.632
277.927	0	feedback	rb	3	25	n/a	n/a	n/a
281.81	0	sound	rb	4	34	4	1	0.916
285.126	0	feedback	rb	4	34	n/a	n/a	n/a
289.292	0	sound	rb	1	1	3	0	1.642
292.859	0	feedback	rb	1	1	n/a	n/a	n/a
296.808	0	sound	rb	4	31	4	1	1.221
300.875	0	feedback	rb	4	31	n/a	n/a	n/a
304.291	0	sound	rb	4	33	4	1	0.922
308.357	0	feedback	rb	4	33	n/a	n/a	n/a
311.79	0	sound	rb	2	20	1	0	1.687
314.79	0	feedback	rb	2	20	n/a	n/a	n/a
321.806	0	sound	rb	3	26	2	0	1.503
325.039	0	feedback	rb	3	26	n/a	n/a	n/a
329.288	0	sound	rb	2	18	2	1	1.252
333.605	0	feedback	rb	2	18	n/a	n/a	n/a
